Filename,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
DB00698,1,0,0,0,0,4,0,-2,238.159,4.581,426.472,57.279,253.31,115.883,0,685.606,1,5,0.0306149,0.0117241,0.8817074,19.822,7.351,11.174,8.764,-0.38,-3.324,-2.655,-3.999,39.243,-1.85,14.941,-5.396,9.96,1.849,2,-0.575,2,53.246,0,0,145.594,9,0,10,0,10,1,17,0,0.015
DB00699,0,1,0,0,0,4,1,1,484.392,5.722,732.551,330.546,87.804,243.316,70.885,1347.739,0,6.25,0.0242952,0,0.8054982,47.538,13.601,19.658,9.033,4.465,-5.265,-6.343,-6.566,363.207,-0.007,447.833,-3.959,8.197,0.956,5,0.689,3,100,0,0,62.245,6,0,22,0,22,6,31,0,0
DB00700,0,0,0,0,0,1,3,-1,414.497,5.509,633.446,457.875,152.884,22.687,0,1215.764,0,9,0.0249602,0,0.8696709,42.075,10.775,19.161,11.082,1.812,-3.346,-3.803,-3.749,351.638,-0.844,159.858,-4.161,10.177,0.226,4,-0.303,3,83.127,0,0,109.485,6,0,22,3,19,16,30,0,0.013
DB00701,0,0,0,0,0,13,0,-2,505.628,5.56,771.752,372.939,166.413,232.4,0,1502.326,3.5,11.4,0.0205746,0.0276351,0.8219843,47.841,15.7,27.441,17.776,2.841,-4.113,-5.597,-5.521,261.702,-1.862,116.163,-2.52,8.73,0.447,4,-0.07,2,73.897,0,0,129.663,9,1,17,0,17,4,35,0,0.118
DB00703,0,0,0,0,0,4,0,-2,236.263,7.396,427.722,148.23,223.026,11.636,44.83,684.88,2,8.5,0.0798729,0.0281043,0.8785094,18.798,6.914,14.73,12.779,-1.088,-1.422,-1.284,-3.553,76.022,-1.494,53.748,-5.205,9.676,1.432,1,-0.988,2,54.239,0,0,119.276,7,0,5,0,5,0,14,0,0.056
DB00704,0,1,0,0,0,4,1,1,341.406,6.806,550.651,347.237,121.252,82.163,0,1012.073,2,6.25,0.0457753,0.0160516,0.8853121,32.565,9.637,17.35,10.631,1.696,-2.31,-2.901,-4.506,174.973,-0.31,83.171,-5.143,8.866,-0.004,6,0.041,3,77.023,0,0,78.141,5,0,21,3,18,12,25,0,0.012
DB00705,0,0,0,0,0,5,0,-2,456.562,10.357,777.227,366.519,167.999,242.708,0,1408.881,3,10,0.0761305,0.022285,0.7819878,49.337,15.007,27.307,17.524,2.827,-5.788,-5.443,-6.217,252.791,-1.569,111.894,-3.281,7.983,0.717,5,0.233,3,86.503,0,0,116.8,9,0,21,0,21,4,32,1,0
DB00706,0,1,0,0,0,12,0,-2,408.512,9.128,770.242,396.474,144.253,227.845,1.669,1348.578,3,8.25,0.0617861,0.0185519,0.7663998,42.287,14.256,23.234,13.977,2.747,-3.977,-3.833,-7.125,105.887,-1.394,49.357,-4.286,8.791,0.596,5,0.067,2,79.268,0,0,97.765,7,0,12,0,12,0,28,0,0.002
DB00708,0,1,0,0,0,8,0,1,386.551,4.977,694.171,357.021,22.874,281.437,32.838,1274.402,0,6.7,0.0194344,0,0.8189102,42.398,12.438,17.484,8.306,3.985,-3.702,-3.821,-6.531,1499.289,0.333,1283.009,-2.244,8.723,0.247,6,0.186,3,100,0,0,32.912,4,0,17,0,17,5,27,0,0.721
DB00709,0,0,0,0,0,3,0,-2,229.253,8.079,424.049,122.729,185.821,76.632,38.867,696.584,3,7.9,0.0936921,0.0322679,0.8961846,20.529,7.556,16.623,14.052,-0.524,-1.818,-1.589,-3.577,171.3,-1.064,119.962,-4.386,9.312,0.272,2,-0.755,3,63.857,0,0,97.67,6,0,11,0,11,3,15,0,0.143
DB00710,1,1,0,4,0,14,0,-2,319.231,4.079,566.993,309.668,254.221,0,3.104,985.971,1,8.75,0.0168745,0.0154323,0.8449481,24.315,9.394,14.031,9.809,-0.235,-0.701,-1.212,2.463,0.156,-2.248,0.026,-6.923,9.148,0.763,2,-1.614,1,11.123,0,0,147.481,8,0,0,0,0,0,19,1,0.008
DB00711,1,1,0,0,1,2,0,2,199.295,5.05,457.955,427.131,30.824,0,0,782.489,0,4,0.0325933,0,0.8967279,23.877,5.84,9.455,6.358,1.086,-0.438,0.139,-2.555,801.317,0.586,702.832,-3.958,9.016,-1.211,1,-0.587,3,85.278,0,24.71,33.534,4,0,6,0,6,4,14,0,8.002
DB00712,0,0,0,1,0,3,0,-1,244.265,3.793,485.553,86.096,92.291,274.789,32.378,818.304,1,2,0.0175788,0.004119,0.8713746,27.292,8.42,11.637,6.169,4.156,-4.45,-4.047,-3.116,334.431,-0.348,289.723,-1.964,9.267,0.55,1,0.164,3,96.46,32.378,0,49.1,2,0,12,0,12,0,18,0,0.245
DB00713,0,0,0,1,1,3,1,-2,401.436,8.668,655.998,225.337,205.377,200.92,24.364,1184.871,1.25,7.75,0.0634048,0.0132085,0.8254861,41.257,12.544,20.969,15.378,2.425,-3.906,-4.215,-2.132,15.22,-1.567,18.153,-4.309,9.562,0.811,2,-0.284,2,62.306,0,33.857,137.107,8,0,18,4,14,4,28,1,0.002
DB00714,0,1,0,0,0,2,0,1,267.327,2.709,496.446,197.154,88.852,210.439,0,859.188,2,3.5,0.0085396,0.0099704,0.8804102,28.956,8.837,14.145,8.885,2.143,-2.441,-2.88,-5.197,354.986,0.077,178.674,-4.286,8.722,0.263,6,0.154,3,85.137,0,0,45.854,3,0,17,0,17,4,20,0,0.05
DB00715,0,1,0,0,0,3,1,2,329.37,3.831,572.92,225.812,29.073,271.215,46.82,1014.853,1,3.75,0.0144654,0.0065454,0.8524578,35.124,9.695,15.024,7.653,3.848,-3.859,-4.223,-5.939,1309.482,0.629,1322.155,-2.874,8.738,0.116,2,0.533,3,100,46.82,0,41.018,4,0,21,0,21,6,24,0,0.061
DB00716,0,0,0,2,0,5,0,-2,371.346,8.481,598.629,206.976,298.857,92.795,0,1083.987,2,9,0.066347,0.0212618,0.852492,34.903,11.524,20.718,14.515,1.399,-3.357,-4.053,-0.746,0.931,-2.479,0.424,-6.22,9.095,1.453,2,-0.624,1,34.583,0,0,163.456,8,0,14,0,14,0,27,1,0
DB00717,0,0,0,0,0,2,0,0,298.424,3.797,553.142,391.428,94.037,67.678,0,1002.192,1.5,2.75,0.0143876,0.0060889,0.8755793,33.316,9.097,14.441,6.615,3.361,-5.274,-4.215,-3.868,1271.016,-0.375,641.099,-2.822,10.183,0.239,4,0.694,3,100,0,0,49.937,2,0,17,0,17,14,22,0,0.005
DB00718,0,0,0,0,0,14,2,-2,501.475,5.667,779.106,497.117,203.878,78.111,0,1474.054,2,14.7,0.0217834,0.0266831,0.8039776,44.594,14.361,25.726,17.832,1.017,-2.869,-4.049,-5.076,115.485,-2.383,47.979,-3.658,8.533,0.297,2,-0.842,2,43.9,0,0,168.861,13,2,9,0,9,0,34,0,0.149
DB00719,0,1,0,0,0,0,0,2,290.407,2.696,561.429,274.406,18.991,268.033,0,1003.523,0,3,0.0072451,0,0.8634188,36.567,9.606,13.416,5.978,4.037,-4.066,-3.491,-5.746,1631.944,0.792,929.264,-2.988,8.988,0.149,6,0.729,3,100,0,0,16.746,2,0,21,0,18,6,22,0,0.026
DB00720,6,0,0,4,0,6,2,-2,244.893,0.901,352.658,0,255.881,0,96.778,560.453,0,6,0.0014482,0,0.9321887,12.423,6.146,7.604,6.928,0.691,0.796,-1.491,4.601,0.603,-1.524,0.329,-5.659,9.967,0.855,0,-2.259,1,27.054,0,0,130.798,6,0,0,0,0,0,11,1,3.358
DB00721,0,1,0,0,0,7,1,1,236.313,5.447,522.465,270.314,114.686,137.465,0,880.246,1.5,5,0.0337004,0.0117208,0.8501797,25.892,8.445,13.258,8.269,1.246,-1.412,-1.411,-5.338,201.943,-0.518,97.11,-4.539,8.485,0.133,2,-0.23,3,75.501,0,0,64.511,4,0,6,0,6,0,17,0,0.133
DB00722,0,2,0,2,1,13,0,-2,405.493,3.911,736.057,313.479,226.499,196.079,0,1335.613,5,9.5,0.0114545,0.0288601,0.7968454,40.823,14.797,26.071,19.643,-1.2,-1.522,-1.196,-2.217,0.196,-1.801,0.142,-7.88,9.025,-0.247,7,-0.914,1,7.235,0,19.804,150.341,8,0,11,0,11,4,29,2,0
DB00723,1,1,0,0,0,6,0,0,211.26,0.652,444.658,267.718,91.018,85.922,0,745.973,3,4.2,0.0005703,0.01636,0.8945835,20.668,7.171,12.653,9.2,0.847,-0.679,-1.15,-4.374,338.592,-0.158,169.772,-4.381,8.741,-0.105,6,-0.44,3,77.179,0,0,59.358,4,0,6,0,6,0,15,0,1.842
DB00724,0,0,0,0,0,3,0,0,240.307,3.738,476.403,176.627,101.832,197.944,0,818.064,2,3,0.0170803,0.0089056,0.887937,26.549,8.482,13.171,8.127,2.493,-3.273,-3.585,-4.289,1072.075,-0.478,533.359,-2.411,7.908,0.408,1,0.08,3,95.78,0,0,52.771,4,0,13,0,13,0,18,0,0.498
DB00726,2,1,0,0,0,4,0,2,294.439,1.282,586.858,302.027,2.396,282.435,0,1053.539,0,2.5,0.0015588,0,0.8532284,36.137,10.032,12.707,4.649,4.557,-4.176,-3.708,-5.98,2344.657,0.699,1374.807,-2.247,7.942,-0.247,7,0.838,3,100,0,0,6.908,2,0,15,0,12,2,22,1,0.116
DB00727,5,0,0,0,0,8,3,-2,227.087,3.565,397.921,82.028,315.893,0,0,624.333,0,7.5,0.020352,0,0.8877942,13.695,6.145,8.782,8.448,-2.471,1.472,-0.417,-3.348,10.007,-2.591,3.411,-6.573,12.826,0.602,0,-1.915,2,17.424,0,0,167.323,12,1,0,0,0,0,15,1,1.797
DB00730,0,0,0,0,0,0,0,1,201.245,3.311,410.083,0,58.226,294.823,57.034,651.633,1,3,0.0168261,0.0073156,0.8863971,22.74,7.317,10.674,7.547,2.27,-2.996,-2.954,-4.776,2778.046,0.209,3064.863,-1.554,8.763,1.05,1,-0.16,3,100,0,0,38.429,3,0,14,0,14,0,14,0,5.675
DB00731,0,0,0,1,1,6,0,-1,317.427,5.768,609.438,342.983,105.646,160.809,0,1107.548,1.25,3.75,0.0300418,0.0068795,0.8494618,35.853,10.684,15.743,9.065,3.972,-4.177,-3.831,-1.553,157.394,-0.774,140.516,-2.324,9.665,0.13,3,0.16,3,89.524,0,25.21,78.468,4,0,12,0,12,6,23,0,0.1
DB00734,0,1,0,0,0,3,0,1,410.49,7.578,727.701,438.653,102.286,140.039,46.723,1306.94,0,7.5,0.0439358,0,0.7944182,45.561,11.827,19.664,9.861,3.276,-4.576,-4.179,-6.253,264.739,-0.185,234.591,-4.686,9.107,0.887,5,0.278,3,89.493,46.723,0,71.707,6,0,25,0,25,9,30,0,0
DB00735,4,1,0,0,0,5,0,1,287.404,0.824,608.029,134.139,0,473.89,0,1055.432,0,2,0.000643,0,0.8245072,37.4,11.326,13.03,5.273,5.649,-4.659,-4.659,-7.358,2470.586,-0.454,1454.789,-1.433,8.515,0.572,3,0.935,3,100,0,0,3.571,1,1,16,0,16,0,22,0,0.233
DB00736,0,0,0,0,0,5,0,-1,345.415,3.885,582.799,327.109,79.718,160.52,15.452,1056.136,1,8,0.0142928,0.0137269,0.8605839,34.435,10.098,16.963,13.503,2.232,-1.996,-3.959,-4.553,69.173,-0.418,1092.285,-1.943,8.669,0.744,7,-0.258,2,72.946,0,0,71.329,6,0,15,0,15,0,24,1,39.704
DB00737,2,2,0,0,0,5,0,2,390.955,2.54,728.294,233.913,0.381,422.489,71.512,1302.259,0,4,0.004953,0,0.7918748,46.787,13.871,17.665,7.21,5.554,-4.983,-4.603,-8.367,611.07,1.231,876.278,-3.683,9.209,0.063,6,1.116,3,96.373,0,0,8.64,2,1,24,0,24,4,28,0,0.001
DB00738,0,0,2,0,0,14,0,-2,340.424,2.212,694.096,179.275,211.185,303.635,0,1173.663,6,4.5,0.0041704,0.0158807,0.7752493,34.726,14.175,22.515,15.023,2.56,-3.913,-4.492,-6.617,98.453,-2.623,40.378,-7.123,8.761,0.29,2,-0.193,2,64.649,0,0,107.968,6,1,12,0,12,0,25,0,0
DB00739,0,1,0,1,2,1,1,0,389.468,5.399,625.817,275.175,163.12,177.179,10.343,1158.345,2,8.5,0.0251661,0.0192082,0.8523339,41.253,11.922,21.78,18.472,-1.054,-2.349,-1.867,-0.936,6.85,-0.57,10.169,-5.868,9.425,0.359,3,-0.676,2,35.733,0,51.994,116.231,7,0,18,4,14,6,27,1,0.002
DB00740,0,0,0,0,0,2,0,1,234.196,5.283,392.598,1.903,87.083,132.455,171.157,622.515,2,2,0.0448366,0.0072044,0.8980846,18.74,5.549,10.975,6.675,2.281,-3.048,-3.542,-3.813,1479.422,0.143,6543.289,-2.466,8.622,0.646,2,-0.252,3,100,121.826,0,46.871,3,0,9,0,9,0,15,0,0.905
DB00741,0,0,0,0,0,5,0,-2,362.465,2.097,584.843,368.402,189.19,27.251,0,1095.531,3,8.15,0.0040136,0.0241368,0.8787705,34.739,10.693,20.244,13.917,1.602,-3.115,-3.44,-3.624,159.152,-1.371,67.859,-4.43,10.415,0.458,5,-0.102,3,75.735,0,0,108.781,5,0,17,0,17,14,26,0,0.005
DB00742,4,0,0,0,0,11,0,-2,182.173,3.485,386.717,137.478,249.239,0,0,613.419,6,10.2,0.0197995,0.0646074,0.9028383,11.332,7.056,17.73,18.753,-3.086,-0.063,-0.34,-3.104,42.891,-2.138,16.448,-5.057,10.999,-1.802,6,-1.103,1,25.136,0,0,127.471,6,1,0,0,0,0,12,0,0.551
DB00744,0,0,0,0,1,3,1,-1,236.288,3.064,444.343,81.922,132.926,194.893,34.601,747.797,3,3.7,0.0125572,0.0144226,0.8966762,23.708,8.512,14.275,12.476,0.927,-1.674,-2.321,-2.759,325.69,-0.635,396.14,-2.995,8.785,0.691,3,-0.579,3,77.345,0,27.959,74.931,4,0,9,0,9,0,16,0,5.065
DB00745,0,0,0,0,1,5,0,-2,273.349,9.244,523.268,24.133,147.442,342.697,8.995,892.964,1,5.5,0.0956843,0.0105109,0.8570318,29.645,10.231,15.596,15.314,1.398,-0.611,-2.693,-4.105,8.039,-1.054,203.607,-2.55,8.983,0.469,6,-0.524,2,51.333,0,36.749,74.423,3,0,12,0,12,0,19,1,188.729
DB00746,13,1,0,0,5,27,3,-2,560.69,7.196,1069.091,725.299,343.791,0,0,1919.268,7,18.6,0.0269779,0.0460307,0.6986198,53.318,21.185,37.88,35.338,-3.334,0.706,1.188,-0.263,0.183,-5.361,0.435,-7.326,9.453,-0.92,6,-2.838,1,0,0,109.331,251.42,14,3,0,0,0,0,39,1,0.135
DB00747,0,1,0,0,0,5,2,1,303.357,4.383,520.024,275.015,76.103,168.905,0,954.548,0,6.7,0.020126,0,0.9015857,30.45,9.024,13.504,8.134,1.247,-0.482,-1.625,-4.656,468.933,0.036,241.401,-3.91,9.098,0.045,4,-0.615,3,82.052,0,0,70.093,5,0,15,3,12,7,22,0,11.023
DB00748,0,1,0,0,0,6,0,2,290.792,3.088,560.778,205.924,13.137,270.211,71.505,983.674,0,4.7,0.0096917,0,0.8529849,31.941,9.858,12.837,6.327,3.322,-2.523,-2.739,-5.926,1854.473,0.656,2629.365,-2.296,9.176,0.083,5,-0.038,3,100,0,0,23.115,3,0,12,0,12,0,20,0,4.665
DB00749,0,0,0,1,0,4,0,-1,287.358,3.898,531.995,331.895,85.79,114.31,0,950.458,2,2.75,0.0159831,0.0073104,0.8787792,30.407,9.008,14.132,7.116,4.102,-4.301,-4.405,-2.231,385.441,-0.418,224.521,-2.314,8.175,0.043,4,0.258,3,100,0,0,66.189,4,0,13,0,13,3,21,0,0.102
DB00750,0,1,0,0,0,5,0,1,220.314,5.915,526.087,329.949,35.659,160.479,0,878.766,2,4,0.0398179,0.0107527,0.8433791,27.336,8.12,13.726,8.086,2.121,-2.167,-1.426,-5.558,1134.076,0.326,627.035,-3.194,8.741,-0.07,4,-0.016,3,94.039,0,0,44.165,3,0,6,0,6,0,16,0,0.659
DB00751,0,0,1,0,0,1,0,0,249.315,3.771,474.434,91.111,78.716,304.607,0,827.396,2,2,0.0171837,0.0059617,0.8983909,29.225,9.231,13.725,8.147,3.505,-3.79,-4.131,-4.629,1775.972,-0.147,920.367,-3.864,8.486,0.055,3,0.331,3,100,0,0,39.405,3,0,18,0,17,3,19,0,0.006
DB00752,1,1,0,0,0,1,0,2,133.193,1.565,354.647,114.477,50.664,189.506,0,552.635,2,1,0.004432,0.0039877,0.9183209,17.13,5.579,8.451,5.9,1.335,-0.627,-0.403,-4.484,817.253,0.501,440.045,-3.752,9.345,-0.474,3,-0.284,3,86.887,0,0,24.89,1,0,9,3,6,3,10,0,5.559
DB00753,9,0,0,0,0,1,1,1,184.493,3.53,304.455,42.336,0,0,262.12,451.084,0,0,0.027626,0,0.9342856,11.256,1.515,4.037,0.323,2.083,-2.512,-2.512,-2.595,9906.038,0.277,10000,-1.423,11.393,0.361,1,-0.115,3,100,207.606,0,8.475,1,0,0,0,0,0,10,0,21.421
DB00754,0,0,0,0,0,1,0,0,204.228,3.868,431.422,142.184,103.497,185.741,0,709.77,1,3.5,0.0210838,0.0081127,0.8919511,23.383,7.119,10.978,7.416,1.82,-2.621,-2.596,-4.166,1033.8,-0.364,512.807,-2.677,9.902,0.217,2,-0.133,3,91.557,0,0,69.936,4,0,11,0,11,1,15,0,0.671
DB00755,1,0,0,1,0,9,1,-2,300.44,3.895,653.046,495.898,105.613,51.535,0,1147.292,1,2,0.0132256,0.0030626,0.8115908,34.474,10.205,13.313,3.809,5.487,-5.985,-4.583,-3.019,250.017,-1.048,140.625,-2.42,8.754,0.81,4,0.818,3,89.034,0,0,49.709,2,1,6,0,6,4,22,1,0.001
DB00756,2,0,0,0,0,4,0,2,406.907,1.091,532.413,25.711,43.322,111.464,351.916,928.358,2,1.5,0.0012826,0.0039843,0.8644233,29.495,10.892,14.419,5.701,5.371,-5.999,-7.453,-4.257,3846.645,0.8,10000,-1.541,9.158,0.517,3,0.545,3,100,0,0,34.22,2,1,12,0,12,0,21,1,0.012
DB00757,0,1,0,0,0,2,1,1,324.379,4.103,579.974,258.962,113.376,207.636,0,1029.306,0,5,0.0163568,0,0.8500662,35.738,10.049,14.598,7.782,2.507,-3.045,-3.21,-5.674,207.805,-0.205,100.161,-4.748,8.533,0.616,2,0.184,3,83.105,0,0,77.895,5,0,20,0,20,9,24,0,0.005
DB00758,0,1,0,0,0,3,1,2,321.821,5.31,567.695,195.902,32.294,248.412,91.087,983.6,0,4,0.0286621,0,0.8425502,33.656,9.944,13.542,6.305,3.652,-3.57,-3.709,-5.991,1220.543,0.701,2141.685,-3.014,9.17,0.233,6,0.276,3,100,0,0,34.278,3,0,15,0,15,3,21,0,0.084
DB00759,1,1,0,0,0,7,0,-2,444.44,9.85,651.482,218.778,312.085,120.619,0,1219.956,3,8.25,0.0795313,0.0219337,0.8475374,39.326,13.283,23.571,15.206,-0.843,-3.076,-4.498,-5.3,2.712,-2.356,0.92,-8.237,9.148,0.803,10,0.052,1,16.808,0,0,196.484,10,1,18,0,18,6,32,2,0
DB00760,0,1,0,1,1,6,1,-2,383.462,9.963,648.777,422.592,210.882,2.239,13.064,1171.743,2,9.7,0.0847194,0.0211442,0.8284981,36.908,11.149,21.438,14.537,-1.364,-2.981,-1.52,-1.862,5.34,-1.416,3.409,-6.885,8.927,0.821,3,-0.765,2,31.98,0,8.674,143.536,8,0,12,4,8,7,26,1,0
DB00762,0,1,0,0,0,4,0,-2,586.686,11.2,943.496,632.444,177.393,133.659,0,1770.365,1,12.75,0.0708584,0.0135136,0.7501247,63.404,17.434,30.594,17.247,3.337,-6.499,-6.033,-6.939,51.355,-1.381,22.106,-5.997,8.896,1.532,4,0.578,1,64.142,0,0,139.633,10,1,33,0,33,13,43,1,0
DB00763,7,0,0,0,0,0,0,1,114.165,7.324,292.19,84.373,39.944,94.221,73.651,428.66,1,2.5,0.1251364,0.0085561,0.9409694,11.901,3.992,7.865,5.288,0.733,-1.061,-0.969,-2.937,4141.049,0.443,5818.798,-1.924,8.056,0.095,0,-0.62,3,95.979,0,0,27.04,2,0,5,0,5,0,7,0,82.011
DB00765,0,1,0,1,0,5,0,-1,195.218,4.185,399.78,102.519,167.507,129.754,0,670.508,4,3.75,0.026115,0.0187603,0.9267154,18.708,7.751,14.073,11.152,-1.417,-0.73,-0.909,-2.255,16.141,-0.64,8.047,-5.732,9.201,-0.135,3,-0.738,2,40.269,0,0,90.339,4,0,6,0,6,0,14,1,0.067
DB00766,0,0,0,1,1,4,1,-2,199.163,3.746,406.381,182.386,217.009,6.986,0,641.047,2,6.45,0.0218946,0.0224461,0.8847594,16.999,6.106,11.95,13.964,-0.872,0.165,-0.367,-0.248,9.593,-1.526,10.145,-5.11,9.818,-0.242,2,-1.295,2,39.417,0,45.185,116.881,6,0,7,4,3,3,14,1,2.26
DB00768,0,1,0,1,0,5,0,0,337.418,3.365,624.632,282.756,93.989,247.886,0,1121.258,1,4.75,0.0100979,0.0076045,0.8356252,37.876,11.268,16.425,8.588,2.089,-4.557,-3.781,-4.293,80.371,-0.237,45.626,-3.961,8.889,0.134,4,0.374,3,73.274,0,0,64.505,4,0,15,0,12,1,25,0,0.001
DB00769,0,1,0,0,0,9,1,-2,475.624,4.068,776.919,578.003,171.091,27.825,0,1491.137,2,10.45,0.0110992,0.019022,0.8124582,48.008,13.89,24.451,14.179,2.5,-3.882,-3.741,-5.425,58.931,-1.308,25.652,-5.773,9.398,0.467,7,0.225,2,73.267,0,0,122.893,7,0,17,0,17,14,34,1,0
DB00770,1,0,0,1,0,15,1,-2,354.486,6.129,741.048,490.402,248.272,2.374,0,1317.609,3,7.4,0.0285075,0.017296,0.7843493,36.968,13.007,20.577,11.581,2.905,-3.683,-3.478,-3.225,11.095,-3.031,4.851,-4.647,10.495,-0.287,6,-0.139,2,62.661,0,0,124.719,5,0,5,0,5,4,25,1,0
DB00772,1,0,0,0,0,9,5,0,330.35,3.047,621.492,488.501,61.01,0,71.981,1060.411,0,5.5,0.0087569,0,0.8091815,30.505,8.957,12.319,5.087,2.627,-3.585,-3.537,-4.62,2614.23,-0.423,3465.448,-1.78,9.345,2.267,2,-0.157,3,100,0,0,80.6,6,0,0,0,0,0,19,0,0.597
DB00773,0,0,0,0,0,7,4,-2,588.564,7.764,798.465,531.624,178.058,88.783,0,1556.27,3,16.95,0.0387341,0.0367684,0.813391,52.481,15.162,31.593,23.001,0.608,-3.804,-5.392,-4.975,202.945,-1.653,88.249,-3.816,8.702,0.301,8,-0.655,2,45.885,0,0,168.3,13,2,32,0,32,13,42,1,0.014
DB00774,0,0,0,0,0,2,0,-2,331.284,9.743,454.621,55.163,255.633,55.505,88.321,774.471,3,9,0.1225815,0.0342889,0.8971233,24.086,7.87,19.466,15.778,-0.429,-2.484,-2.94,-3.461,37.302,-1.458,43.091,-5.843,9.772,1.669,1,-0.693,2,52.567,86.716,0,128.652,7,0,10,0,10,2,20,0,0.002
DB00775,0,1,0,1,0,14,0,-2,440.597,5.196,803.683,512.041,175.504,114.623,1.515,1463.347,2.25,8,0.0184531,0.0149313,0.7756132,44.514,14.541,22.18,11.714,1.974,-5.02,-4.271,-4.628,13.555,-1.823,6.792,-5.069,9.024,0.736,3,0.202,2,58.763,0,0,118.52,7,0,12,0,12,5,30,1,0
DB00776,0,0,0,0,1,0,0,0,252.272,4.774,463.167,35.058,134.879,293.231,0,795.404,2,4,0.0286568,0.0122134,0.8963667,28.478,9.22,14.981,13.259,1.263,-2.135,-2.727,-3.233,270.646,-0.556,244.507,-2.972,9.343,0.844,4,-0.305,3,77.874,0,35.734,78.158,4,0,15,0,12,1,19,0,1.971
DB00777,2,1,0,0,0,5,0,2,340.482,0.798,592.12,323.579,31.056,199.784,37.702,1091.317,0,4.5,0.0005829,0,0.8657437,36.218,10.302,14.019,6.057,3.859,-3.213,-4.007,-5.383,1254.004,0.477,1124.629,-2.971,7.899,0.661,7,0.37,3,100,0,0,31.559,3,0,14,0,14,0,24,1,0.223
DB00778,10,1,0,0,0,19,5,-2,837.056,8.535,989.937,893.756,96.181,0,0,2291.495,5,24.25,0.0317932,0.0547759,0.8491221,73.352,19.995,45.337,29.773,2.173,-1.434,-4.471,-4.7,302.491,-1.072,150.294,-3.531,9.389,-0.959,10,-0.571,1,58.151,0,0,175.092,17,2,26,0,12,21,58,1,9.085
DB00779,0,0,0,1,0,2,0,-1,232.238,7.778,466.241,209.406,150.828,106.007,0,774.014,0,4.5,0.0781538,0,0.8744209,24.55,7.196,11.293,6.579,1.59,-3.322,-2.517,-2.262,93.152,-0.872,48.374,-3.734,8.931,0.817,1,-0.585,3,71.503,0,0,89.119,5,0,10,0,10,0,17,0,0.183
DB00780,2,2,0,0,0,4,1,1,136.196,2.486,367.458,74.056,96.894,196.508,0,568.432,3,1.5,0.0108724,0.0070704,0.9031142,15.903,6.202,9.944,7.588,0.193,1.193,0.617,-5.489,74.277,0.327,36.445,-6.354,9.5,-0.298,1,-0.551,2,61.557,0,0,44.193,2,0,6,0,6,0,10,0,0.94
DB00783,0,0,0,0,0,2,0,0,272.386,2.103,511.593,303.149,97.299,111.145,0,914.325,2,2.45,0.0048348,0.0067726,0.8905152,30.215,8.784,13.893,7.27,4.008,-4.684,-3.927,-3.834,1183.632,-0.375,593.593,-2.729,8.957,-0.284,4,0.456,3,100,0,0,44.788,2,0,17,0,17,11,20,0,0.034
DB00784,1,0,0,1,0,3,0,-1,241.289,1.378,480.026,130.961,85.479,263.586,0,825.92,1,1.5,0.002298,0.0031248,0.8868671,27.49,8.673,11.058,5.529,3.759,-4.041,-4.167,-2.812,388.063,-0.342,226.172,-1.878,7.986,0.477,6,0.277,3,95.291,0,0,56.289,3,0,12,0,12,0,18,0,0.358
DB00787,1,0,0,0,0,6,0,-2,225.207,13.894,455.37,137.184,249.53,68.656,0,724.054,4,8.9,0.2666041,0.0390891,0.8563436,19.626,7.898,20.585,16.281,-1.556,-2.317,-1.382,-4.184,42.619,-2.067,16.335,-5.3,8.707,0.07,2,-0.959,2,46.999,0,0,129.733,8,0,9,0,9,0,16,0,0.035
DB00788,0,0,0,1,0,3,0,-1,230.263,2.844,471.29,180.269,93.621,197.4,0,787.682,1,2.75,0.0102654,0.005835,0.8752069,25.328,7.808,10.979,6.344,3.18,-4.154,-3.374,-2.685,324.859,-0.432,186.633,-2.262,8.549,0.694,2,-0.051,3,90.519,0,0,57.315,3,0,10,0,10,0,17,0,0.5
DB00790,0,1,0,1,1,8,1,-1,368.472,7.758,668.172,517.707,150.465,0,0,1230.513,2,8.5,0.0489056,0.0179906,0.831127,37.954,11.161,20.26,13.344,-0.171,-2.915,-1.676,-1.809,16.328,-0.972,12.032,-5.587,9.407,-0.696,4,-0.495,2,47.656,0,19.676,115.439,7,0,9,0,9,8,26,1,0.001
DB00791,0,0,0,0,0,3,0,0,252.1,3.342,421.407,134.638,129.584,24.548,132.638,708.978,2,4.5,0.0157561,0.0151017,0.9124686,20.527,7.486,12.407,8.528,1.455,-2.372,-2.906,-3.065,584.861,-0.329,1476.216,-3.533,9.005,0.703,1,-0.37,3,84.99,0,0,83.493,5,0,6,0,6,0,15,0,0.168
